,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
321,EN61670,Arizona,F,Doctor,533246.27,68931.0,66.0,0,Personal Auto,Four-Door Car,309.577946
323,BQ51587,California,F,College,541195.37,0.0,73.0,0,Personal Auto,Four-Door Car,365.364581
326,ZA64638,Nevada,F,High School or Below,976494.53,0.0,98.0,1,Personal Auto,Four-Door Car,705.6
327,EW38459,Nevada,F,Bachelor,256715.15,40864.0,65.0,0,Corporate Auto,Four-Door Car,9.51528
328,QW87316,Oregon,F,College,265062.28,39035.0,68.0,0,Personal Auto,Four-Door Car,244.564334
329,IC43478,California,M,Bachelor,1126436.33,34923.0,98.0,0,Personal Auto,Two-Door Car,639.105556
330,TE34064,California,M,High School or Below,216852.35,0.0,63.0,0,Personal Auto,Four-Door Car,453.6
333,PD55753,Oregon,M,High School or Below,893013.97,0.0,82.0,0,Personal Auto,Four-Door Car,554.522969
335,MJ69973,Arizona,M,High School or Below,284085.43,0.0,74.0,0,Personal Auto,Two-Door Car,402.449823
336,TW43626,California,M,College,808288.1,53554.0,67.0,0,Personal Auto,Four-Door Car,327.020539
337,XX84133,California,M,Bachelor,525473.43,34476.0,67.0,1,Corporate Auto,Four-Door Car,5.3953
338,ZW84453,Arizona,F,Bachelor,511623.76,0.0,70.0,0,Personal Auto,Four-Door Car,131.401291
339,HO29524,California,M,College,303464.7,68205.0,76.0,0,Personal Auto,Two-Door Car,99.382943
340,VE89726,California,female,High School or Below,802489.99,0.0,119.0,1,Personal Auto,SUV,856.8
341,GE87503,California,M,High School or Below,1821114.32,53690.0,154.0,0,Personal Auto,SUV,739.2
347,NM39588,Washington,F,Doctor,267805.83,72450.0,66.0,0,Corporate Auto,Four-Door Car,84.218363
348,KU84464,Nevada,female,Bachelor,942256.79,47272.0,79.0,3,Personal Auto,Four-Door Car,64.546877
349,YH43527,Oregon,female,College,360586.03,21585.0,92.0,0,Corporate Auto,Four-Door Car,441.6
350,RO30676,California,female,College,776259.06,23827.0,106.0,2,Personal Auto,Four-Door Car,37.910623
351,QL59704,Arizona,female,College,2344490.05,69906.0,74.0,2,Corporate Auto,Four-Door Car,202.860399
353,SA54664,Washington,M,Master,265438.1,73196.0,66.0,1,Personal Auto,Four-Door Car,85.809817
354,CI38330,Washington,M,Bachelor,254978.61,72217.0,6464.0,0,Personal Auto,Four-Door Car,91.146661
356,CE56187,Oregon,female,Master,436312.46,54514.0,109.0,3,Personal Auto,SUV,286.234931
357,JL19416,California,female,High School or Below,588430.86,0.0,161.0,0,Personal Auto,SUV,1159.2
359,LA13377,California,M,Doctor,550989.57,78879.0,69.0,1,Personal Auto,Four-Door Car,466.570791
362,RO26085,California,female,Bachelor,1210120.88,0.0,112.0,0,Personal Auto,Luxury,1252.406235
365,RN97635,Arizona,M,Bachelor,321497.94,53984.0,80.0,0,Corporate Auto,Four-Door Car,421.484456
366,BI76326,California,female,College,1227534.31,52135.0,156.0,0,Personal Auto,SUV,430.505942
367,JA34909,California,female,College,272221.07,17576.0,71.0,0,Corporate Auto,Four-Door Car,398.502948
368,OJ90342,Oregon,female,Bachelor,245744.09,29486.0,62.0,0,Personal Auto,Four-Door Car,7.646763
369,CM88932,Oregon,female,Master,355484.53,58557.0,88.0,0,Corporate Auto,Four-Door Car,55.510526
370,JJ97525,California,M,Bachelor,492954.97,25632.0,63.0,0,Personal Auto,Two-Door Car,351.270869
371,XV21647,California,female,High School or Below,803645.03,0.0,112.0,0,Personal Auto,Luxury,806.4
372,MC83487,Arizona,M,Bachelor,427691.53,18768.0,68.0,3,Corporate Auto,Four-Door Car,647.454583
374,CR57148,Oregon,female,Master,596058.14,47945.0,74.0,0,Personal Auto,Two-Door Car,128.43823
375,CP85232,Arizona,M,College,4479546.94,58778.0,126.0,0,Special Auto,SUV,302.033971
376,YL74732,California,female,High School or Below,383211.81,15192.0,100.0,0,Personal Auto,SUV,480.0
377,FG16766,California,female,Bachelor,683793.26,51859.0,171.0,0,Personal Auto,SUV,1003.160633
379,RM10880,California,female,College,309651.12,21604.0,79.0,0,Corporate Auto,Four-Door Car,379.2
380,GL56175,Arizona,M,College,358971.07,79298.0,90.0,0,Personal Auto,Four-Door Car,244.362072
381,UK52289,Arizona,female,Bachelor,258240.85,76731.0,64.0,0,Special Auto,Four-Door Car,201.455005
382,OT85112,Washington,M,College,340391.94,38460.0,88.0,1,Personal Auto,Four-Door Car,91.55098
384,TI19722,Washington,M,Doctor,343613.43,30817.0,88.0,0,Corporate Auto,Four-Door Car,91.834668
385,JP30654,Oregon,F,College,2868582.79,48412.0,104.0,0,Personal Auto,SUV,707.430832
386,UM45563,Washington,M,Bachelor,450267.97,68798.0,114.0,0,Personal Auto,SUV,92.915251
387,EN60878,Oregon,M,Bachelor,618311.15,23712.0,85.0,0,Personal Auto,Four-Door Car,376.126419
389,BK59444,California,F,Master,1892933.06,72196.0,68.0,0,Personal Auto,Four-Door Car,152.184244
390,MK70700,California,M,Master,555329.58,68197.0,69.0,0,Personal Auto,Four-Door Car,176.819414
391,IW71076,California,M,Bachelor,501125.92,75248.0,63.0,0,Corporate Auto,Four-Door Car,104.454624
392,AP98768,California,F,College,1044244.63,0.0,98.0,0,Personal Auto,Four-Door Car,941.718054
393,OM24164,Nevada,M,Bachelor,219961.78,0.0,65.0,1,Personal Auto,Two-Door Car,468.0
394,HR85211,Washington,female,Master,512317.09,89879.0,63.0,0,Personal Auto,Two-Door Car,94.030308
396,ZM92052,Oregon,M,Bachelor,261302.31,57099.0,67.0,0,Personal Auto,Two-Door Car,67.859881
397,ON73702,Arizona,F,Bachelor,908063.97,33897.0,114.0,0,Corporate Auto,SUV,539.843003
400,YP47665,Washington,M,Doctor,540891.15,80192.0,67.0,0,Personal Auto,Four-Door Car,95.193157
401,FU99476,Washington,M,High School or Below,677030.68,74422.0,85.0,1,Personal Auto,Four-Door Car,95.338505
402,AG85615,Oregon,M,College,2414387.56,0.0,87.0,0,Special Auto,Four-Door Car,626.4
404,DJ91267,Nevada,F,Bachelor,2909123.94,34226.0,244.0,0,Personal Auto,Luxury,494.395024
405,KB72438,California,F,High School or Below,1983420.12,65989.0,123.0,1,Personal Auto,SUV,115.545086
406,TR67616,Oregon,M,High School or Below,473136.7,30686.0,61.0,0,Corporate Auto,Four-Door Car,19.938981
407,GF65731,California,F,Master,3553784.6,0.0,113.0,0,Personal Auto,Luxury,799.926741
409,DP84567,California,M,High School or Below,2021630.88,0.0,183.0,0,Personal Auto,Luxury,878.4
410,VV77534,Oregon,M,College,1397651.93,77094.0,176.0,0,Personal Auto,SUV,444.470676
411,GL67540,California,F,College,590408.82,97413.0,73.0,0,Personal Auto,Four-Door Car,268.819985
416,AX86150,Washington,M,High School or Below,265671.31,62777.0,67.0,0,Personal Auto,Two-Door Car,101.288069
418,EM29359,Nevada,Male,College,712659.65,17483.0,183.0,0,Personal Auto,Luxury,1317.6
419,SF57173,Oregon,Male,Master,460163.41,84394.0,114.0,0,Personal Auto,SUV,691.412378
420,OT47603,Oregon,Male,College,915523.97,0.0,127.0,0,Personal Auto,Luxury,804.811859
422,JS36322,Arizona,Male,High School or Below,890167.84,0.0,136.0,1,Personal Auto,Luxury,1090.86434
423,RE81445,Oregon,F,College,573459.82,98132.0,71.0,0,Personal Auto,Two-Door Car,50.587035
425,LC25393,California,Male,Bachelor,2777628.91,88220.0,230.0,0,Personal Auto,Luxury,151.528482
426,UX38930,Arizona,F,Master,1036434.75,58327.0,129.0,0,Personal Auto,SUV,347.075948
427,HD95496,Oregon,Male,Master,785190.14,25950.0,66.0,0,Personal Auto,Two-Door Car,271.697529
429,DW19309,Oregon,Male,High School or Below,1422650.49,65726.0,177.0,0,Corporate Auto,SUV,849.6
430,MT41386,Washington,M,Bachelor,287543.24,84768.0,72.0,0,Personal Auto,Two-Door Car,110.484661
431,WZ40465,Washington,F,Bachelor,504129.96,36234.0,63.0,0,Personal Auto,Four-Door Car,113.534474
433,JB50798,Oregon,F,Master,962452.44,25629.0,124.0,2,Corporate Auto,Luxury,595.2
434,IP69763,Washington,F,College,2191440.55,77311.0,181.0,0,Personal Auto,SUV,113.609508
435,TE35785,California,Male,Doctor,694842.22,0.0,196.0,2,Personal Auto,Luxury,1337.063487
436,HX74855,Washington,M,High School or Below,247152.84,95697.0,61.0,0,Personal Auto,Two-Door Car,114.273025
437,QN65180,Oregon,F,Bachelor,2190391.36,22254.0,79.0,0,Personal Auto,Four-Door Car,125.194389
438,GE47180,Nevada,Male,High School or Below,902882.14,65974.0,113.0,0,Personal Auto,Luxury,235.220971
439,VQ38776,Oregon,F,College,530375.95,0.0,76.0,0,Personal Auto,Four-Door Car,395.34111
440,BH86846,Washington,M,High School or Below,2070825.88,92079.0,65.0,1,Corporate Auto,Four-Door Car,114.798771
441,IN17648,Nevada,Male,High School or Below,512376.81,0.0,74.0,0,Personal Auto,Two-Door Car,772.798511
442,DF95759,Oregon,Male,College,949234.3,0.0,132.0,0,Personal Auto,SUV,633.6
444,MN61620,Arizona,F,College,987729.57,67752.0,131.0,4,Personal Auto,Luxury,168.517149
448,NL93182,Nevada,M,Bachelor,254945.0,0.0,78.0,0,Corporate Auto,Four-Door Car,845.654042
449,LN31673,Washington,F,College,1131808.98,38923.0,99.0,2,Personal Auto,Four-Door Car,115.728852
450,WE68644,Oregon,F,Bachelor,380392.18,20325.0,100.0,0,Personal Auto,Luxury,668.29397
451,EZ30498,Oregon,M,Bachelor,863540.35,13129.0,117.0,0,Personal Auto,SUV,700.901632
452,QY74517,Oregon,F,High School or Below,551055.9,0.0,73.0,0,Personal Auto,Four-Door Car,525.6
453,NM88660,Nevada,M,Master,358588.41,49080.0,91.0,0,Corporate Auto,Four-Door Car,25.299
454,MZ82036,Nevada,M,College,488925.28,42536.0,63.0,0,Personal Auto,Four-Door Car,375.330097
455,ID20929,Oregon,M,Bachelor,275694.17,29926.0,74.0,0,Corporate Auto,Four-Door Car,418.233667
456,EY50028,Nevada,M,Doctor,328954.74,0.0,86.0,0,Corporate Auto,Two-Door Car,398.240791
457,TT82373,California,F,Bachelor,1093717.85,21450.0,138.0,0,Personal Auto,Luxury,938.513425
458,OH64088,California,M,High School or Below,737556.79,33345.0,65.0,0,Corporate Auto,Four-Door Car,338.619869
459,SK97780,California,F,Bachelor,1011077.82,15752.0,90.0,0,Corporate Auto,Two-Door Car,339.344531
460,IO33050,Oregon,F,High School or Below,511941.43,40169.0,65.0,1,Personal Auto,Four-Door Car,302.818833
461,XA55917,California,F,College,853383.2,26049.0,113.0,1,Personal Auto,SUV,619.165344
463,RQ19236,Arizona,M,Doctor,804280.38,55411.0,100.0,0,Personal Auto,Luxury,259.561195
466,XH97711,California,M,Bachelor,243050.66,83140.0,61.0,0,Corporate Auto,Four-Door Car,179.161843
467,AU96286,Oregon,F,Bachelor,316765.84,0.0,92.0,0,Corporate Auto,Four-Door Car,662.4
468,KC17170,Arizona,F,Bachelor,546560.4,54422.0,68.0,0,Corporate Auto,Four-Door Car,75.501852
469,ZN47335,California,M,College,1035751.42,68309.0,131.0,0,Corporate Auto,SUV,306.983596
470,EI46264,California,M,High School or Below,253781.39,56621.0,65.0,2,Personal Auto,Four-Door Car,84.026848
471,EK87864,Arizona,F,College,282194.72,38977.0,70.0,0,Special Auto,Four-Door Car,139.489926
472,GV45403,Arizona,M,Bachelor,775712.81,0.0,111.0,0,Corporate Auto,Two-Door Car,607.4459
473,QK31192,Arizona,M,High School or Below,407913.27,0.0,114.0,0,Corporate Auto,Two-Door Car,631.124372
474,LU89008,Arizona,F,College,595554.46,0.0,83.0,0,Personal Auto,Four-Door Car,628.023494
476,KL98495,Nevada,M,College,848723.8,0.0,74.0,0,Personal Auto,Two-Door Car,426.655599
477,IU96845,Arizona,M,College,628547.69,32390.0,80.0,0,Personal Auto,Four-Door Car,91.417923
478,QL93655,Oregon,F,High School or Below,1147348.15,66538.0,95.0,0,Personal Auto,Two-Door Car,317.844812
479,PF40592,Washington,F,College,494263.06,23285.0,65.0,0,Personal Auto,Two-Door Car,118.446235
480,LZ34046,Oregon,M,Bachelor,2359468.02,76358.0,66.0,0,Personal Auto,Four-Door Car,86.461582
481,JC80093,Washington,M,Master,257250.66,21104.0,66.0,0,Personal Auto,Four-Door Car,118.454974
483,YC80498,California,F,College,477055.09,12964.0,65.0,0,Personal Auto,Two-Door Car,362.774545
484,AI85843,Arizona,F,Master,675665.14,33288.0,86.0,2,Personal Auto,Four-Door Car,221.856184
485,XD66024,Arizona,F,College,593601.18,0.0,84.0,0,Personal Auto,Four-Door Car,980.169081
486,FY51713,Arizona,F,Bachelor,357076.05,56168.0,88.0,0,Personal Auto,Four-Door Car,614.675906
489,KY14688,Oregon,F,Master,273031.38,36218.0,68.0,0,Personal Auto,Four-Door Car,145.252168
490,TC97762,California,F,High School or Below,498268.14,52275.0,62.0,0,Corporate Auto,Four-Door Car,374.240783
493,SM73248,Arizona,M,High School or Below,1153750.51,0.0,86.0,1,Corporate Auto,Two-Door Car,619.2
494,CK19789,California,F,Master,588718.2,62773.0,73.0,0,Personal Auto,Four-Door Car,80.669257
496,JC11405,Oregon,M,High School or Below,1096395.72,55687.0,276.0,0,Personal Auto,Luxury,1324.8
499,UQ87917,Oregon,M,High School or Below,1294173.35,77060.0,106.0,0,Personal Auto,SUV,468.566133
500,XN11823,Nevada,F,Bachelor,376446.51,92600.0,94.0,0,Corporate Auto,Two-Door Car,842.43785
501,OS46571,California,M,High School or Below,688955.7,0.0,66.0,0,Personal Auto,Four-Door Car,475.2
502,PX17116,Nevada,M,College,362345.42,0.0,111.0,2,Corporate Auto,SUV,1171.93117
503,RP19541,Arizona,M,College,758211.38,64801.0,64.0,0,Personal Auto,Four-Door Car,268.471802
506,JY27336,Oregon,F,College,820538.79,85840.0,102.0,2,Corporate Auto,SUV,138.722385
508,SV38190,Nevada,F,Bachelor,648152.66,30689.0,81.0,0,Personal Auto,Four-Door Car,467.24802
509,CV24005,Oregon,M,High School or Below,259931.09,29590.0,66.0,0,Corporate Auto,Two-Door Car,467.503236
510,EX28656,Oregon,F,College,983033.76,25965.0,253.0,0,Personal Auto,Luxury,1214.4
512,GM16780,Oregon,M,College,3605753.7,90330.0,137.0,3,Corporate Auto,Luxury,192.085299
513,BX94438,California,F,High School or Below,847003.68,0.0,113.0,0,Corporate Auto,SUV,619.973889
514,RM41745,California,F,High School or Below,827878.65,0.0,110.0,0,Personal Auto,Four-Door Car,1002.782553
517,SG81493,Arizona,M,Bachelor,444373.62,46384.0,113.0,0,Corporate Auto,Four-Door Car,251.774574
518,ZX23819,Oregon,F,High School or Below,798408.65,0.0,72.0,0,Personal Auto,Two-Door Car,866.208321
519,FJ54907,Oregon,F,College,718097.1,42303.0,180.0,0,Personal Auto,Luxury,1210.920949
520,CU26127,California,F,Bachelor,1565603.43,71731.0,130.0,0,Corporate Auto,SUV,599.648466
522,ZZ97035,California,M,College,2071494.04,0.0,203.0,0,Corporate Auto,Luxury,2027.724442
524,KY21873,Arizona,M,College,505082.62,0.0,69.0,0,Personal Auto,Two-Door Car,72.852047
525,UA51318,Arizona,F,High School or Below,511662.4,26173.0,68.0,1,Corporate Auto,Four-Door Car,449.819671
530,SL35268,Arizona,Male,College,545386.12,30855.0,68.0,0,Corporate Auto,Four-Door Car,259.060862
534,VP57424,Nevada,F,Bachelor,699700.86,55873.0,88.0,0,Personal Auto,Four-Door Car,299.356083
535,VU19243,Arizona,F,High School or Below,419625.77,18052.0,111.0,0,Personal Auto,Four-Door Car,699.1679
536,TA82973,Oregon,F,High School or Below,785810.98,28937.0,104.0,2,Personal Auto,SUV,117.959654
537,GK71720,Oregon,F,High School or Below,606434.4,0.0,86.0,0,Personal Auto,Four-Door Car,545.240341
539,LL62746,Oregon,Male,Doctor,897064.73,12829.0,118.0,0,Personal Auto,SUV,328.231432
540,JQ56711,Oregon,F,Master,592311.72,92163.0,73.0,0,Personal Auto,Two-Door Car,66.568642
541,AW77988,Oregon,Male,High School or Below,3585059.94,17588.0,192.0,0,Personal Auto,Luxury,1382.4
542,QP84605,Washington,F,Bachelor,870984.53,41546.0,111.0,0,Corporate Auto,Four-Door Car,121.306839
543,MY97912,Arizona,Male,College,1330933.52,0.0,127.0,0,Personal Auto,SUV,609.6
546,BW80872,Washington,M,High School or Below,443441.12,34549.0,111.0,0,Personal Auto,Four-Door Car,125.933005
547,PX70175,Arizona,M,College,799600.75,93459.0,99.0,0,Personal Auto,Four-Door Car,655.41333
550,MY64920,Oregon,F,College,921713.06,73259.0,115.0,0,Personal Auto,SUV,673.34265
553,KL57176,Oregon,F,College,450540.58,67801.0,115.0,1,Personal Auto,SUV,23.810491
554,MN94234,California,M,High School or Below,310756.86,0.0,94.0,4,Personal Auto,Two-Door Car,451.2
558,VW27730,California,F,Master,866595.64,41163.0,108.0,0,Corporate Auto,SUV,231.922173
559,SH55671,Arizona,F,College,1141344.12,0.0,161.0,1,Personal Auto,Luxury,772.8
560,MO56878,California,M,Bachelor,1548843.2,33799.0,109.0,3,Corporate Auto,SUV,664.980242
561,VO38365,Washington,F,College,886114.95,90125.0,110.0,0,Corporate Auto,SUV,128.645946
562,SV35618,Oregon,F,Bachelor,593474.15,87747.0,147.0,1,Personal Auto,SUV,46.492039
563,RX12347,Nevada,M,College,354323.21,35695.0,90.0,0,Personal Auto,Four-Door Car,432.0
564,FR55658,California,M,Master,349002.83,90985.0,87.0,0,Personal Auto,Four-Door Car,78.085149
565,XS12556,California,F,College,368309.99,0.0,101.0,0,Corporate Auto,Luxury,564.466556
568,VM13430,Oregon,F,Bachelor,860915.82,79090.0,107.0,0,Corporate Auto,SUV,289.040734
569,TC78849,Oregon,M,Bachelor,249745.51,24825.0,64.0,0,Personal Auto,Two-Door Car,155.938593
571,WO90953,Oregon,F,College,538792.63,56835.0,67.0,0,Personal Auto,Two-Door Car,326.549425
572,IU47468,Oregon,F,Bachelor,616555.75,0.0,88.0,0,Special Auto,Two-Door Car,653.65668
573,KO46064,California,M,Bachelor,273020.29,46135.0,69.0,0,Personal Auto,Four-Door Car,103.935601
574,RB34917,Arizona,F,Bachelor,516211.69,0.0,73.0,0,Personal Auto,Four-Door Car,809.532341
578,ES39217,Oregon,F,Bachelor,778500.42,44897.0,99.0,1,Personal Auto,Four-Door Car,580.72531
579,KP72427,Washington,M,High School or Below,2163983.86,64455.0,108.0,0,Personal Auto,SUV,133.735395
580,UA19178,Oregon,F,Master,498082.5,53265.0,62.0,0,Personal Auto,Four-Door Car,238.005074
581,PR53785,Arizona,F,High School or Below,745723.78,0.0,198.0,1,Personal Auto,Luxury,1577.674417
582,XF57481,Washington,M,Master,1064093.93,50450.0,90.0,0,Personal Auto,Two-Door Car,135.892444
583,CN90378,California,F,High School or Below,686250.83,54780.0,88.0,3,Personal Auto,Four-Door Car,135.26125
584,KI56154,Nevada,M,High School or Below,904898.34,0.0,119.0,0,Personal Auto,Luxury,571.2
589,HG32616,Nevada,M,High School or Below,529574.17,50200.0,135.0,0,Personal Auto,Luxury,637.063458
592,PM27367,California,F,Master,277890.37,73570.0,70.0,1,Special Auto,Two-Door Car,75.936096
594,BH35482,Washington,M,Doctor,493094.93,70412.0,61.0,0,Corporate Auto,Two-Door Car,136.291083
595,QE22757,Nevada,M,Doctor,249131.7,36631.0,62.0,0,Personal Auto,Four-Door Car,67.530904
596,ON77649,Oregon,F,College,290887.59,35895.0,73.0,0,Personal Auto,Four-Door Car,312.921256
597,RN82884,Arizona,F,College,428294.8,40864.0,109.0,1,Personal Auto,SUV,166.937747
599,FF58467,Arizona,F,Master,509078.13,93018.0,63.0,0,Personal Auto,Four-Door Car,135.382194
600,BS83666,Oregon,M,Bachelor,736618.83,70014.0,62.0,0,Corporate Auto,Four-Door Car,17.742954
601,WO29605,Oregon,F,College,243687.51,48875.0,61.0,0,Personal Auto,Two-Door Car,1.838367
602,TL77607,California,M,Bachelor,885268.87,67969.0,74.0,0,Personal Auto,Four-Door Car,197.776009
603,EZ50606,Oregon,F,High School or Below,2387547.68,0.0,108.0,0,Corporate Auto,SUV,612.102262
606,XW96958,Nevada,M,High School or Below,757334.51,0.0,110.0,0,Corporate Auto,Four-Door Car,1193.036154
607,TU92578,California,M,College,1469663.55,45345.0,125.0,0,Personal Auto,SUV,600.0
608,TL43709,Washington,M,Bachelor,897214.03,89689.0,74.0,0,Personal Auto,Four-Door Car,136.829537
609,YE68736,California,F,Bachelor,772484.01,32051.0,193.0,1,Personal Auto,SUV,926.4
610,OB96537,Oregon,M,Master,594667.07,81139.0,74.0,0,Special Auto,Four-Door Car,392.6364
611,EU68825,Oregon,F,Master,800054.51,63834.0,100.0,1,Personal Auto,Luxury,215.226476
612,CC31456,Arizona,M,Bachelor,645756.1,37548.0,81.0,0,Special Auto,Four-Door Car,160.598662
613,DJ77787,Arizona,F,High School or Below,728144.01,0.0,69.0,3,Personal Auto,Four-Door Car,371.803029
615,YI92916,Nevada,M,Master,467842.34,83102.0,116.0,0,Corporate Auto,Four-Door Car,443.670399
616,NW54906,Oregon,M,College,1386992.71,28432.0,118.0,0,Personal Auto,SUV,612.300581
617,ME77513,Nevada,F,Master,871777.78,83707.0,108.0,0,Corporate Auto,Four-Door Car,290.391526
618,UK76891,California,F,College,523398.68,63259.0,65.0,0,Corporate Auto,Four-Door Car,316.795337
619,SI26888,Nevada,F,High School or Below,476418.97,0.0,67.0,0,Personal Auto,Four-Door Car,405.527937
620,YD74948,Oregon,F,College,247246.92,63860.0,62.0,0,Personal Auto,Four-Door Car,208.598246
621,HB64268,Washington,M,Bachelor,281369.26,43836.0,73.0,0,Personal Auto,Four-Door Car,138.130879
622,BW52697,California,F,College,550505.7,86132.0,68.0,0,Personal Auto,Two-Door Car,301.437365
623,NL41409,Oregon,F,Bachelor,260620.85,28519.0,66.0,0,Personal Auto,Two-Door Car,456.473115
624,OD69005,Arizona,F,High School or Below,1048194.38,39102.0,88.0,0,Personal Auto,Four-Door Car,152.338562
625,ZZ91716,California,F,Bachelor,325676.64,0.0,89.0,0,Personal Auto,Four-Door Car,491.755368
626,UK70255,California,F,College,3047578.05,97298.0,128.0,0,Personal Auto,Luxury,48.517439
627,QT25383,Nevada,M,High School or Below,636490.22,41986.0,84.0,2,Personal Auto,Two-Door Car,430.375049
630,FV19421,California,M,Bachelor,778099.93,0.0,74.0,0,Personal Auto,Four-Door Car,246.489123
631,XW89091,California,M,College,981652.83,37256.0,62.0,0,Personal Auto,Four-Door Car,128.969729
632,YC11951,Oregon,M,High School or Below,751913.36,96306.0,95.0,1,Corporate Auto,Four-Door Car,185.355353
633,UY18770,California,F,Bachelor,1017971.7,14290.0,271.0,0,Personal Auto,Luxury,1300.8
634,RA49085,California,F,College,277283.92,37038.0,71.0,1,Corporate Auto,Four-Door Car,9.071305
635,BG84194,Oregon,M,College,403750.18,90760.0,103.0,2,Special Auto,SUV,133.475315
636,PT64580,Washington,M,Master,419196.61,77048.0,103.0,0,Personal Auto,SUV,141.199465
638,DM95829,California,M,College,252395.96,16244.0,68.0,0,Personal Auto,Two-Door Car,623.223617
639,DB75522,California,F,College,698840.16,22436.0,89.0,0,Special Auto,Four-Door Car,427.2
640,LM34525,Washington,F,College,874205.78,71592.0,72.0,0,Personal Auto,Four-Door Car,141.725051
643,TN50051,California,F,Doctor,295776.4,83318.0,73.0,0,Personal Auto,Two-Door Car,211.336937
644,UO86707,Washington,M,Bachelor,717390.94,75217.0,61.0,1,Personal Auto,Four-Door Car,147.080303
645,JA41698,Nevada,M,Bachelor,309953.8,0.0,102.0,5,Corporate Auto,SUV,862.762957
647,DA69469,Oregon,F,College,2684312.45,36068.0,97.0,0,Personal Auto,Two-Door Car,113.367765
649,RA68844,Oregon,M,College,959995.02,0.0,131.0,0,Personal Auto,SUV,943.2
650,GH42026,Oregon,M,Bachelor,853510.89,55790.0,111.0,0,Personal Auto,SUV,117.672722
651,BD16530,Arizona,F,Bachelor,829348.19,70258.0,69.0,0,Personal Auto,Four-Door Car,225.145949
653,WK23685,Oregon,F,Bachelor,663685.98,47274.0,83.0,1,Corporate Auto,Four-Door Car,182.432565
654,GR62267,Washington,F,College,560908.25,44705.0,71.0,0,Personal Auto,Two-Door Car,148.173152
656,GF97874,Washington,F,Master,527562.7,70446.0,65.0,0,Personal Auto,Four-Door Car,155.570802
658,UK25655,Oregon,F,Bachelor,343525.01,64348.0,86.0,0,Personal Auto,Two-Door Car,212.391975
660,EL93539,California,M,Master,575744.23,88997.0,72.0,0,Special Auto,Four-Door Car,174.041566
662,DP46882,California,F,High School or Below,288645.16,10312.0,78.0,0,Corporate Auto,Four-Door Car,486.278557
664,TK60799,Arizona,F,High School or Below,416001.81,96263.0,103.0,0,Personal Auto,SUV,1.924709
667,NG66579,Oregon,M,Bachelor,505961.62,41869.0,64.0,0,Personal Auto,Two-Door Car,262.12205
669,ED50963,California,F,High School or Below,268886.4,32808.0,68.0,1,Personal Auto,Four-Door Car,541.695658
671,CP98451,Oregon,F,College,905793.53,91025.0,112.0,0,Personal Auto,SUV,327.682669
673,ZC32510,Arizona,M,High School or Below,933934.16,69442.0,118.0,3,Personal Auto,Four-Door Car,1265.570302
674,NG27780,Oregon,M,College,252012.32,0.0,70.0,0,Corporate Auto,Four-Door Car,63.043197
676,EB59129,Oregon,F,Bachelor,259574.8,47234.0,65.0,0,Personal Auto,Four-Door Car,15.631363
678,PM19162,Oregon,M,Bachelor,1453678.76,25805.0,66.0,2,Personal Auto,Four-Door Car,375.866091
681,BD35676,Arizona,M,Master,2919436.64,35296.0,126.0,0,Personal Auto,SUV,452.616872
682,NI44621,Oregon,F,Master,988038.58,36576.0,125.0,1,Personal Auto,SUV,113.450122
684,HX44948,Oregon,M,Bachelor,575991.08,85448.0,72.0,0,Special Auto,Four-Door Car,16.03451
685,DL36983,Oregon,F,High School or Below,849516.42,23791.0,110.0,3,Personal Auto,Two-Door Car,615.27228
686,XR87264,California,F,Bachelor,438118.42,20597.0,112.0,0,Personal Auto,Four-Door Car,615.256301
687,NN99001,Arizona,F,College,699782.74,56940.0,87.0,0,Personal Auto,Four-Door Car,512.66245
688,XV95530,Oregon,M,Bachelor,1143058.85,93210.0,71.0,0,Personal Auto,Two-Door Car,74.523935
689,OL97871,Oregon,F,Bachelor,748248.61,48992.0,94.0,1,Personal Auto,Four-Door Car,426.072946
690,HQ23708,Arizona,F,Master,859691.66,53736.0,71.0,0,Personal Auto,Two-Door Car,169.287785
691,WR63188,Arizona,M,College,785496.08,25378.0,66.0,1,Personal Auto,Four-Door Car,419.464143
693,KU29408,Washington,M,Master,907576.82,37722.0,116.0,0,Corporate Auto,Luxury,158.077504
697,VO26340,Nevada,M,College,651297.65,0.0,93.0,0,Personal Auto,Two-Door Car,669.6
698,NV61299,Arizona,F,Bachelor,2778969.24,33806.0,89.0,0,Corporate Auto,Four-Door Car,395.729716
699,DX31066,Washington,F,College,266727.0,94041.0,66.0,0,Personal Auto,Four-Door Car,159.756733
700,CY50337,Oregon,F,College,1092840.71,74965.0,90.0,0,Personal Auto,Four-Door Car,58.557552
703,JJ76159,California,M,College,243468.12,96045.0,61.0,0,Corporate Auto,Four-Door Car,8.582971
704,BG15419,Nevada,F,Bachelor,1419536.03,86355.0,118.0,0,Personal Auto,Luxury,285.418473
706,HQ82233,California,M,High School or Below,1198242.09,42995.0,101.0,0,Personal Auto,SUV,410.508316
707,OL72737,Oregon,F,High School or Below,310278.95,21235.0,79.0,0,Personal Auto,Two-Door Car,244.23135
708,ZQ59828,California,M,High School or Below,422263.12,74585.0,106.0,0,Personal Auto,SUV,218.598065
709,NZ15548,Oregon,M,Bachelor,402381.44,41833.0,103.0,0,Personal Auto,Four-Door Car,643.826716
